iter	RMSE
709	3.365439584
710	3.364646678
711	3.361712813
712	3.36040893
713	3.358605468
714	3.356346091
715	3.352961463
716	3.352597023
717	3.351362641
718	3.347934574
719	3.345758866
720	3.343237666
721	3.342288907
722	3.338045581
723	3.336713326
724	3.334169574
725	3.330204665
726	3.329097019
727	3.326303699
728	3.324072124
729	3.321043763
730	3.31940021
731	3.317500188
732	3.31579507
733	3.313449838
734	3.312394418
735	3.309044157
736	3.307331438
737	3.305567698
738	3.305058057
739	3.303971663
740	3.301517249
741	3.299856715
742	3.297185833
743	3.295825246
744	3.295524805
745	3.294885964
746	3.292961668
747	3.291337041
748	3.290912229
749	3.290426756
750	3.288801118
751	3.28743693
752	3.284522857
753	3.281067221
754	3.279060528
755	3.27876037
756	3.276366908
757	3.274580343
758	3.272157911
759	3.271589313
760	3.269498467
761	3.266384388
762	3.265817257
763	3.265228325
764	3.263742688
765	3.263013434
766	3.260357134
767	3.258106772
768	3.257338766
769	3.254027553
770	3.251681993
771	3.249719967
772	3.249040726
773	3.246778274
774	3.24391612
775	3.241977178
776	3.241708007
777	3.240660218
778	3.239629788
779	3.237405958
780	3.23447012
781	3.233050556
782	3.231937999
783	3.230811596
784	3.230240533
785	3.22963117
786	3.229340526
787	3.228596774
788	3.228007259
789	3.225285392
790	3.222978606
791	3.220345248
792	3.21799688
793	3.217643647
794	3.217210224
795	3.215941705
796	3.213553236
797	3.212266713
798	3.2087402
799	3.207519084
800	3.20458498
801	3.20227583
802	3.200421845
803	3.198498531
804	3.197365281
805	3.196420799
806	3.195525577
807	3.19394637
808	3.192398296
809	3.191944465
810	3.189329002
811	3.18707453
812	3.183640742
813	3.18114016
814	3.178477456
815	3.176012519
816	3.174511538
817	3.171978927
818	3.170218536
819	3.168231586
820	3.167197599
821	3.164452686
822	3.162470402
823	3.161295462
824	3.15861943
825	3.157647557
826	3.156391038
827	3.15594631
828	3.154734033
829	3.153846439
830	3.153635804
831	3.153458758
832	3.152671797
833	3.151658707
834	3.149921202
835	3.147661994
836	3.144521966
837	3.142346017
838	3.140711765
839	3.139409691
840	3.13886431
841	3.13819348
842	3.136970602
843	3.135357418
844	3.13164278
845	3.128065936
846	3.125585075
847	3.12385412
848	3.122300268
849	3.119847215
850	3.117849007
851	3.115291779
852	3.114630853
853	3.112647539
854	3.110445102
855	3.106861171
856	3.10571531
857	3.105385048
858	3.104954859
859	3.104240388
860	3.103684162
861	3.101675467
862	3.101110007
863	3.099905685
864	3.099553346
865	3.09772371
866	3.094536374
867	3.093928483
868	3.092655643
869	3.088631912
870	3.087828265
871	3.085754509
872	3.083185669
873	3.082795686
874	3.08256281
875	3.081786548
876	3.081090714
877	3.079120943
878	3.078942207
879	3.077632725
880	3.077350841
881	3.076424153
882	3.075551534
883	3.074867884
884	3.074359865
885	3.073755747
886	3.073343002
887	3.070393483
888	3.068463547
889	3.067556741
890	3.066697087
891	3.064310343
892	3.062930635
893	3.060925327
894	3.059905477
895	3.059253439
896	3.056753529
897	3.056135671
898	3.054986715
899	3.054192125
900	3.053743967
901	3.052790734
902	3.050460521
903	3.050156896
904	3.046657292
905	3.045785654
906	3.043307748
907	3.041432543
908	3.039685148
909	3.037315598
910	3.036600247
911	3.035808809
912	3.033743601
913	3.033025873
914	3.032328192
915	3.030164605
916	3.028307659
917	3.02821428
918	3.026264477
919	3.02449185
920	3.022368566
921	3.021748384
922	3.020072771
923	3.019408314
924	3.019314116
925	3.018742573
926	3.018535414
927	3.016612982
928	3.016338762
929	3.01277775
930	3.011756725
931	3.010475317
932	3.010009813
933	3.008399036
934	3.006124485
935	3.003886317
936	3.000268339
937	2.999523432
938	2.998332162
939	2.996279032
940	2.993804478
941	2.99355179
942	2.99284329
943	2.992630719
944	2.990144275
945	2.989760513
946	2.988747527
947	2.988687742
948	2.986356136
949	2.984570874
950	2.982940273
951	2.981478866
952	2.980518955
953	2.978852493
954	2.977428956
955	2.97656503
956	2.975248245
957	2.974970715
958	2.974177783
959	2.973321926
960	2.972930334
961	2.972026899
962	2.971297613
963	2.970440784
964	2.96896771
965	2.966798692
966	2.965023885
967	2.96386253
968	2.963792314
969	2.963530136
970	2.961784267
971	2.961203835
972	2.958994652
973	2.958510096
974	2.956337211
975	2.956268865
976	2.956237016
977	2.956205035
978	2.954583843
979	2.952606982
980	2.951936001
981	2.948164701
982	2.947895832
983	2.945661345
984	2.945178984
985	2.942718405
986	2.941889077
987	2.939066482
988	2.936082706
989	2.935332023
990	2.934787638
991	2.933668282
992	2.932578903
993	2.931581391
994	2.930676885
995	2.929564273
996	2.927194777
997	2.925866299
998	2.9251328
999	2.922331019
