iter	RMSE
140	4.422718754
141	4.409349526
142	4.399253777
143	4.390081695
144	4.378662126
145	4.367212856
146	4.35927524
147	4.34948974
148	4.340364614
149	4.321615661
150	4.307711217
151	4.297184922
152	4.281748591
153	4.267111398
154	4.255551486
155	4.245643067
156	4.237417831
157	4.227848199
158	4.219621034
159	4.209078051
160	4.202633821
161	4.186615611
162	4.177912647
163	4.163089624
164	4.152440477
165	4.136288587
166	4.125652892
167	4.116262064
168	4.107423755
169	4.095983727
170	4.087768322
171	4.079495112
172	4.066973768
173	4.059818365
174	4.049049042
175	4.038634653
176	4.02209463
177	4.013833272
178	4.000088979
179	3.991101946
180	3.979538661
181	3.974380606
182	3.967147447
183	3.960821923
184	3.954502635
185	3.946853958
186	3.936705086
187	3.924145051
188	3.913118151
189	3.89447126
190	3.885774825
191	3.876060027
192	3.860201563
193	3.853945045
194	3.847453034
195	3.835335012
196	3.82949696
197	3.823893119
198	3.816105386
199	3.805282503
200	3.79834824
201	3.790152716
202	3.78277597
203	3.775871991
204	3.767661069
205	3.761012161
206	3.755262523
207	3.753485549
208	3.749342434
209	3.735979032
210	3.733558043
211	3.729538265
212	3.722765835
213	3.720982673
214	3.715088849
215	3.706575079
216	3.695591311
217	3.690432565
218	3.684831471
219	3.679676918
220	3.66835316
221	3.665326622
222	3.657426632
223	3.649895114
224	3.642103672
225	3.631811996
226	3.629047949
227	3.624316573
228	3.620632601
229	3.614678904
230	3.611664825
231	3.607164312
232	3.598423376
233	3.590156331
234	3.586488259
235	3.58145015
236	3.578965139
237	3.571173797
238	3.568590333
239	3.566164872
240	3.563922635
241	3.553102022
242	3.550160733
243	3.545813507
244	3.541049872
245	3.537784986
246	3.535549559
247	3.534309777
248	3.526959536
249	3.521039009
250	3.519526566
251	3.508210707
252	3.506199715
253	3.504113893
254	3.503236859
255	3.498674435
256	3.490828049
257	3.483912702
258	3.482363362
259	3.479838597
260	3.47272148
261	3.465668676
262	3.464780965
263	3.456049399
264	3.455320005
265	3.454571152
266	3.453173201
267	3.448398601
268	3.438597019
269	3.437403221
270	3.436149163
271	3.431148556
272	3.430356975
273	3.42466348
274	3.420253229
275	3.415726029
276	3.411736455
277	3.403608944
278	3.40252324
279	3.40182524
280	3.401035404
281	3.394194561
282	3.389610751
283	3.388691611
284	3.386052873
285	3.377794319
286	3.3739343
287	3.36589984
288	3.361763337
289	3.357561064
290	3.353386732
291	3.352546315
292	3.348478158
293	3.345687549
294	3.34160836
295	3.335981183
296	3.329301759
297	3.328422561
298	3.322865516
299	3.317468913
300	3.316618552
301	3.316018569
302	3.31464447
303	3.305342081
304	3.304474092
305	3.292864757
306	3.289609822
307	3.285827955
308	3.285327629
309	3.281454942
310	3.278327468
311	3.276226013
312	3.272616955
313	3.264679178
314	3.261056597
315	3.254012164
316	3.250627446
317	3.243775437
318	3.23733985
319	3.22963579
320	3.227784608
321	3.223998238
322	3.216456985
323	3.213359331
324	3.211825247
325	3.207237999
326	3.202075928
327	3.19784298
328	3.189086606
329	3.187590768
330	3.180732075
331	3.180057344
332	3.176137846
333	3.173490673
334	3.166286809
335	3.158147386
336	3.154733659
337	3.144377643
338	3.13912376
339	3.13173617
340	3.129724958
341	3.129004865
342	3.126359142
343	3.122597371
344	3.117102215
345	3.114139113
346	3.103780995
347	3.096974206
348	3.091828114
349	3.08482193
350	3.074485882
351	3.072120511
352	3.071358349
353	3.059925122
354	3.049995592
355	3.045508358
356	3.041976986
357	3.03446893
358	3.029160104
359	3.028410187
360	3.021799953
361	3.01869262
362	3.011482526
363	3.00222114
364	2.998260614
365	2.995150832
366	2.991955964
367	2.985952362
368	2.982904706
369	2.979940241
370	2.974727499
371	2.971804249
372	2.96656912
373	2.959873679
374	2.949329725
375	2.943483793
376	2.938433662
377	2.932344723
378	2.928355195
379	2.924924465
380	2.91743574
381	2.912727992
382	2.907121389
383	2.902319234
384	2.901601035
385	2.898540564
386	2.898103947
387	2.893962947
388	2.886002511
389	2.881236109
390	2.873783338
391	2.873445229
392	2.868298663
393	2.865343281
394	2.860765304
395	2.853830757
396	2.851941887
397	2.846565442
398	2.839525415
399	2.833509412
400	2.828569899
401	2.824474931
402	2.821493432
403	2.814170986
404	2.807391276
405	2.799813327
406	2.795542399
407	2.795031797
408	2.788710519
409	2.782534205
410	2.781709232
411	2.774069786
412	2.765439637
413	2.764966719
414	2.758202449
415	2.75295879
416	2.75122154
417	2.743219891
418	2.740567963
419	2.736738494
420	2.734049798
421	2.72964387
422	2.724118827
423	2.717653489
424	2.71539818
425	2.712403954
426	2.70882438
427	2.707143131
428	2.706030114
429	2.701469334
430	2.698469201
431	2.692564256
432	2.688693158
433	2.682251278
434	2.68050323
435	2.674553675
436	2.666203749
437	2.661037106
438	2.657936138
439	2.653813882
440	2.65022165
441	2.649859881
442	2.647141831
443	2.639969607
444	2.635175099
445	2.629119469
446	2.626706413
447	2.623556577
448	2.623116955
449	2.61917775
450	2.615332799
451	2.610640867
452	2.608619313
453	2.603986192
454	2.600247378
455	2.594372964
456	2.586688618
457	2.58494913
458	2.584618609
459	2.579608963
460	2.574235852
461	2.569853872
462	2.564364512
463	2.561106566
464	2.557926818
465	2.553544436
466	2.54981013
467	2.545167874
468	2.539883224
469	2.53319064
470	2.529304096
471	2.526164675
472	2.522396771
473	2.521621112
474	2.518836383
475	2.514477251
476	2.511255694
477	2.504824753
478	2.501341025
479	2.498814434
480	2.493221128
481	2.490998433
482	2.48760789
483	2.481245456
484	2.478839971
485	2.473673432
486	2.473369811
487	2.468377008
488	2.464387381
489	2.463952199
490	2.46345312
491	2.459325976
492	2.45733486
493	2.457002004
494	2.454064461
495	2.448317536
496	2.443367699
497	2.441225267
498	2.438499571
499	2.436485033
500	2.432011735
501	2.427614887
502	2.425854284
503	2.42538824
504	2.421904948
505	2.419328232
506	2.415398265
507	2.414619913
508	2.414114129
509	2.411186494
510	2.406824186
511	2.404590045
512	2.404331367
513	2.40094929
514	2.396338191
515	2.394174296
516	2.389320293
517	2.384732001
518	2.379527738
519	2.379242778
520	2.376223323
521	2.371688358
522	2.371126086
523	2.366737317
524	2.363202424
525	2.359720274
526	2.353228381
527	2.350088379
528	2.345932367
529	2.341958623
530	2.338430121
531	2.335062375
532	2.330629957
533	2.330296535
534	2.3294284
535	2.324116966
536	2.319566095
537	2.317259657
538	2.313632238
539	2.30933526
540	2.30604781
541	2.303215834
542	2.301510934
543	2.297182852
544	2.292602042
545	2.292050047
546	2.291322304
547	2.28768317
548	2.287451956
549	2.285369035
550	2.282517664
551	2.28058968
552	2.280333559
553	2.280083276
554	2.273677973
555	2.273283261
556	2.272206001
557	2.268453306
558	2.266471771
559	2.264179489
560	2.262008301
561	2.26003835
562	2.259790603
563	2.254304316
564	2.251088473
565	2.24950885
566	2.245205316
567	2.240032196
568	2.235135233
569	2.230821342
570	2.22768808
571	2.224037048
572	2.220951014
573	2.216061699
574	2.214572387
575	2.211146939
576	2.209861493
577	2.205791457
578	2.201178515
579	2.2007974
580	2.19744407
581	2.192965839
582	2.190996187
583	2.187878216
584	2.181860977
585	2.177160495
586	2.17499973
587	2.172827646
588	2.170097527
589	2.166659411
590	2.165267211
591	2.16348178
592	2.159148368
593	2.15802578
594	2.155114953
595	2.154465955
596	2.153350024
597	2.150589691
598	2.149143589
599	2.148578809
600	2.146419525
601	2.141076211
602	2.139099017
603	2.137806323
604	2.13407356
605	2.131302179
606	2.131107219
607	2.128423264
608	2.127689286
609	2.123092869
610	2.122632937
611	2.122095975
612	2.119898814
613	2.116758349
614	2.114999061
615	2.111813361
616	2.106476889
617	2.101548821
618	2.097988303
619	2.092258023
620	2.092054031
621	2.091876863
622	2.089187716
623	2.086400425
624	2.082298666
625	2.080485318
626	2.079986195
627	2.07972451
628	2.075772385
629	2.071905677
630	2.07028735
631	2.064659443
632	2.062993774
633	2.061396125
634	2.058730492
635	2.055513949
636	2.050161301
637	2.047403849
638	2.043829185
639	2.040962198
640	2.040714112
641	2.03839123
642	2.033124378
643	2.029340465
644	2.02388946
645	2.018593689
646	2.018408644
647	2.018081205
648	2.017846582
649	2.017622275
650	2.016867491
651	2.013005441
652	2.011035287
653	2.009210606
654	2.006887112
655	2.003065951
656	2.001398888
657	1.999778552
658	1.998122833
659	1.994720093
660	1.994551267
661	1.992621467
662	1.990501592
663	1.987082871
664	1.983687284
665	1.979952483
666	1.977150152
667	1.975447811
668	1.973433206
669	1.971262696
670	1.970756075
671	1.969200215
672	1.968638148
673	1.965890256
674	1.96474319
675	1.961965572
676	1.960226869
677	1.959539909
678	1.957659304
679	1.955424989
680	1.954401004
681	1.95239797
682	1.950066841
683	1.946120877
684	1.942209781
685	1.941957917
686	1.938663899
687	1.937077062
688	1.935616567
689	1.934136797
690	1.933794639
691	1.931262173
692	1.929893097
693	1.928607714
694	1.924693296
695	1.924532518
696	1.920772604
697	1.918203604
698	1.916486295
699	1.915142029
700	1.908417136
701	1.902601826
702	1.902468019
703	1.898923812
704	1.894450214
705	1.892891177
706	1.889391658
707	1.88778139
708	1.886538293
709	1.884269702
710	1.8825608
711	1.878628895
712	1.877920217
713	1.875149248
714	1.872492122
715	1.870841408
716	1.867672957
717	1.866435129
718	1.864582041
719	1.861249501
720	1.860931333
721	1.858555079
722	1.854261203
723	1.85257578
724	1.850903921
725	1.850036672
726	1.847854069
727	1.846982881
728	1.845746541
729	1.845307108
730	1.840550331
731	1.838455239
732	1.83480828
733	1.832434155
734	1.830521945
735	1.829625445
736	1.826670163
737	1.824418857
738	1.81979517
739	1.817029973
740	1.815412596
741	1.812394484
742	1.810930429
743	1.808572524
744	1.806263781
745	1.802426863
746	1.800730724
747	1.799198294
748	1.797612818
749	1.796221643
750	1.795072034
751	1.793701229
752	1.789865068
753	1.787690397
754	1.784227046
755	1.782002158
756	1.778337199
757	1.776317892
758	1.772719429
759	1.771318399
760	1.770866206
761	1.767375082
762	1.763324063
763	1.761278142
764	1.760909995
765	1.757522796
766	1.756551059
767	1.75387418
768	1.748901586
769	1.748114531
770	1.747374737
771	1.746056925
772	1.744590573
773	1.743321126
774	1.741466108
775	1.739523479
776	1.737774415
777	1.736017349
778	1.735231962
779	1.734717617
780	1.732784393
781	1.729055439
782	1.724464175
783	1.719934164
784	1.717956161
785	1.715126029
786	1.713266655
787	1.711472414
788	1.710043512
789	1.709037745
790	1.705928457
791	1.705392174
792	1.703967162
793	1.702654462
794	1.700947397
795	1.698998123
796	1.696680649
797	1.696280784
798	1.694216539
799	1.693752074
800	1.692842146
801	1.691262903
802	1.687620644
803	1.686696919
804	1.683543507
805	1.680874985
806	1.678260947
807	1.676756589
808	1.675657455
809	1.673951239
810	1.67358295
811	1.670639946
812	1.669658101
813	1.668018697
814	1.667414012
815	1.665831303
816	1.663808672
817	1.659593548
818	1.658097111
819	1.655817093
820	1.655575227
821	1.65334983
822	1.652131322
823	1.651439037
824	1.65112836
825	1.650990173
826	1.648016965
827	1.646801072
828	1.644952985
829	1.641882503
830	1.637289678
831	1.636251259
832	1.63213957
833	1.629190126
834	1.628808832
835	1.625940305
836	1.624937299
837	1.623842082
838	1.621017631
839	1.619827686
840	1.617293385
841	1.615857043
842	1.612730785
843	1.611384083
844	1.608910229
845	1.60707665
846	1.60529263
847	1.604063861
848	1.602558546
849	1.60064349
850	1.599493655
851	1.598338143
852	1.598070518
853	1.595812596
854	1.594424988
855	1.592197172
856	1.590504443
857	1.589638828
858	1.586672339
859	1.585490412
860	1.583474904
861	1.580668172
862	1.577670782
863	1.577216214
864	1.574368343
865	1.573499177
866	1.571447956
867	1.570494305
868	1.568594918
869	1.568274085
870	1.566476853
871	1.564842293
872	1.56396379
873	1.562201045
874	1.560843743
875	1.559685416
876	1.558365256
877	1.555785883
878	1.552379574
879	1.55210269
880	1.546631573
881	1.545205256
882	1.543459907
883	1.541717245
884	1.540168525
885	1.539129406
886	1.536469558
887	1.534036444
888	1.531430779
889	1.529646861
890	1.529248301
891	1.528588769
892	1.525502835
893	1.52266302
894	1.521983221
895	1.520722052
896	1.51771535
897	1.516602236
898	1.515318676
899	1.511753903
900	1.510654153
901	1.510466967
902	1.507708226
903	1.506753267
904	1.505595748
905	1.50185231
906	1.498558508
907	1.496298166
908	1.495776961
909	1.49429501
910	1.493265751
911	1.493129436
912	1.492078238
913	1.490660121
914	1.489966469
915	1.488851301
916	1.485509484
917	1.484370253
918	1.48277536
919	1.479400926
920	1.478372044
921	1.474949922
922	1.471799225
923	1.470751336
924	1.470619391
925	1.468579485
926	1.466243656
927	1.466065973
928	1.465188912
929	1.465124665
930	1.463712176
931	1.462170829
932	1.461017349
933	1.457563657
934	1.456724069
935	1.45362047
936	1.45350511
937	1.451973727
938	1.449610649
939	1.448593781
940	1.447744788
941	1.445580635
942	1.444478801
943	1.441854073
944	1.440871762
945	1.437911734
946	1.437700871
947	1.43522517
948	1.434738365
949	1.433709006
950	1.432818889
951	1.432496154
952	1.429223795
953	1.42870295
954	1.428223889
955	1.427892049
956	1.426077878
957	1.425316052
958	1.425116345
959	1.423301795
960	1.421492979
961	1.41898364
962	1.418043216
963	1.415606326
964	1.414499411
965	1.413686859
966	1.413248712
967	1.412763502
968	1.409884231
969	1.40860937
970	1.405654197
971	1.402043712
972	1.401931089
973	1.399170593
974	1.398886167
975	1.398323138
976	1.397077076
977	1.394795115
978	1.394477403
979	1.392677768
980	1.390555757
981	1.387417898
982	1.385850753
983	1.385590799
984	1.385254491
985	1.381991662
986	1.378570776
987	1.378374699
988	1.377272949
989	1.376178129
990	1.374930103
991	1.372620393
992	1.371233633
993	1.370214157
994	1.36879585
995	1.366411984
996	1.366171219
997	1.365263826
998	1.363213199
999	1.363060018
